timestamp,strain_gauge_1,strain_gauge_2,strain_gauge_3
57682015,2066,514,1230
57694103,2085,497,1244
57704563,2089,506,1263
57713537,2093,509,1230
57724671,2097,497,1240
57733440,2100,501,1260
57747069,2091,487,1264
57757607,2079,502,1049
57767983,2089,502,1214
57782459,2076,492,1240
57794048,2092,494,1215
57805875,2085,482,1259
57814681,2089,499,1035
57825681,2099,493,1205
57852656,2098,496,1250
57865255,2083,497,1248
57877656,2089,474,1270
57891683,2091,483,1258
57903228,2078,489,1221
57920559,2085,483,1220
57938069,2078,478,1251
57951449,2070,480,1238
57965450,2083,474,1045
57980723,2078,491,1232
57994304,2069,488,1226
58003582,2062,482,1024
58012183,2067,494,1224
58038788,2120,490,1251
58055048,2082,491,1206
58074024,2072,485,1030
58088711,2077,482,1248
58104866,2092,479,1224
58120685,2094,479,1245
58136175,2089,476,1248
58159260,2080,484,1267
58177260,2082,485,1530
58193860,2081,473,1251
58212176,2083,486,1228
58227256,2075,482,1258
58237120,2074,500,1028
58246837,2084,477,1236
58258745,2096,486,1086
58268581,2077,484,1232
58277590,2057,483,1272
58291097,2073,495,1253
58305322,2096,494,1245
58321251,2060,496,1245
58338504,2077,498,1244
58359445,2090,492,1268
58376174,2066,498,1217
58391482,2073,467,1274
58406611,2078,481,1218
58428162,2060,493,1273
58446059,2062,488,1244
58462338,2097,480,1229
58478388,2088,492,1254
58494591,2081,483,1273
58510036,2068,483,1275
58522498,2091,496,1273
58535346,2074,485,1254
58550700,2075,476,1234
58567826,2075,485,1249
58583884,2078,494,1234
58599737,2085,490,1226
58615027,2085,479,1261
58631724,2084,485,1243
58647653,2081,492,1152
58660446,2084,483,1234
58670547,2095,489,1256
58682962,2089,485,1231
58692875,2089,490,1270
58712820,2093,477,1233
58731021,2092,488,1275
58749916,2080,492,1246
58767781,2078,489,1276
58783203,2094,499,1239
58800226,2078,490,1258
58816221,2110,491,1245
58832429,2091,489,1236
58848706,2071,489,1238
58865251,2078,491,1232
58880092,2077,477,1263
58894107,2081,482,1216
58910712,2107,493,1254
58926670,2088,489,1254
58943123,2080,485,1260
58962769,2080,461,1233
58978258,2092,491,1274
58997708,2081,496,1272
59021978,2064,493,1241
59041226,2079,490,1221
59057916,2062,491,1260
59074718,2077,501,1233
59089114,2086,491,1233
59105222,2084,488,1234
59116206,2079,511,1270
59130319,2090,482,1037
59143483,2078,511,1230
59154481,2066,489,1250
59167479,2052,488,1233
59179773,2069,491,1245
59193441,2069,489,1257
59206137,2094,490,1267
59223099,2095,491,1234
59234407,2081,525,1239
59244157,2075,492,1232
59253817,2079,495,1249
59266541,2081,499,1046
59276376,2075,481,1263
59286946,2096,490,1266
59300418,2090,485,1236
59310604,2104,503,1251
59324740,2102,490,1240
59341329,2072,490,1262
59367382,2071,511,1261
59383728,2070,497,1268
59401737,2069,492,1244
59417819,2078,481,1252
59430517,2077,492,1217
59453469,2053,485,1254
59478825,2085,486,1245
59499785,2081,486,1270
59518649,2088,494,1272
59535782,2075,493,1260
59562084,2084,492,1256
59578469,2088,495,1265
59593072,2091,483,1252
59607013,2082,490,1229
59618169,2094,483,1251
59632069,2093,483,1244
59640539,2093,496,1261
59653411,2086,504,1259
59664829,2096,478,1242
59676777,2088,501,1253
59688699,2083,498,1260
59698810,2090,490,1028
59708705,2086,507,1264
59719476,2096,488,1034
59730616,2094,492,1268
59744309,2078,497,1226
59753722,2069,507,1254
59762179,2089,497,1242
59774440,2078,496,1033
59784856,2059,505,1261
59796100,2057,510,1230
59809039,2090,492,1250
59818999,2085,496,1251
59831691,2079,489,1256
59842945,2092,494,1256
59851799,2089,482,1243
59862149,2100,497,1260
59871623,2084,510,1272
59881418,2078,500,1250
59892273,2085,490,1246
59902513,2083,496,1229
59917124,2084,511,1048
59928944,2086,500,1272
59938402,2092,500,1026
59949698,2076,500,1275
59959632,2096,489,1269
59969335,2073,492,1251
59984168,2091,482,1223
59994025,2090,484,1254
60005977,2090,479,1043
60017567,2099,486,1260
60027767,2085,482,1272
60037447,2094,486,1245
60048910,2107,488,1198
60059678,2086,494,1033
60069399,2068,491,1212
60078501,2069,497,1236
60090324,2068,489,1268
60099738,2070,498,1257
60111478,2084,480,1225
60120598,2082,485,1171
60132016,2079,490,1231
60140820,2083,493,1230
60154303,2101,497,1234
60165147,2084,503,1258
60175297,2083,490,1222
60184758,2097,508,1253
60195762,2088,497,1201
60208147,2087,511,1238
60217824,2090,504,1268
60230142,2080,498,1242
60239829,2065,499,1275
60248836,2078,496,1268
60259558,2083,506,1252
60270812,2089,497,1263
60282371,2089,501,1250
60292373,2100,483,1267
60302293,2101,505,1273
60312605,2096,496,1246
60323168,2092,508,1246
60332650,2105,499,1233
60341372,2085,494,1261
60351180,2075,494,1212
60364432,2085,504,1226
60373354,2091,489,1252
60385839,2080,482,1254
60398373,2097,486,1237
60409111,2077,484,1256
60420833,2081,491,1274
60430247,2074,489,1276
60441724,2075,484,1276
60452535,2086,498,1249
60462243,2080,491,1236
60471838,2075,508,1225
60482474,2107,500,1257
60495572,2073,494,1253
60505324,2076,499,1259
60515893,2080,500,1269
60526703,2099,490,1250
60537303,2095,491,1248
60547563,2083,490,1241
60558473,2097,502,1241
60569020,2093,498,1220
60579164,2077,493,1221
60587914,2083,497,1239
60601230,2069,493,1220
60611460,2077,480,1236
60620987,2074,476,1265
60631068,2089,488,1240
60643491,2090,498,1243
60653805,2093,484,1032
60663747,2107,482,1253
60674763,2110,493,1276
60685097,2086,504,1185
60695290,2091,496,1208
60705010,2094,491,1254
60714287,2059,493,1248
60726086,2102,492,1224
60735137,2121,502,1246
60745291,2081,502,1253
60757112,2091,494,1261
60766286,2076,499,1238
60776117,2086,495,1244
60788581,2072,507,1233
60802036,2090,472,1260
60811708,2088,483,1260
60821607,2077,508,1267
60834243,2075,493,1042
60842856,2088,506,1040
60852529,2087,493,1240
60864126,2051,511,1250
60874136,2082,491,1236
60882865,2083,481,1256
60892501,2081,494,1205
60902101,2084,512,1240
60914104,2085,499,1241
60925704,2080,489,1246
60936582,2082,487,1234
60948155,2084,487,1027
60959530,2078,491,1266
60969433,2104,498,1247
60978948,2097,494,1025
60987957,2102,499,1219
60998343,2096,494,1264
61010644,2095,489,1024
61024412,2085,510,1264
61034314,2095,490,1257
61044981,2089,485,1259
61055348,2080,489,1226
61067213,2082,494,1241
61079698,2085,499,1260
61091696,2072,486,1240
61101554,2056,507,1250
61112208,2087,491,1249
61122057,2073,492,1248
61132048,2115,504,1236
61142207,2092,501,1254
61151479,2080,511,1221
61163939,2085,502,1222
61173963,2077,508,1249
61185459,2088,506,1210
61199159,2073,508,1240
61209702,2069,483,1246
61219682,2069,491,1222
61229380,2097,500,1037
61238778,2077,493,1257
61248416,2077,483,1270
61259306,2060,504,1241
61269853,2079,520,1205
61279241,2076,497,1251
61288901,2069,483,1262
61299082,2081,485,1243
61308518,2079,494,1269
61318646,2088,484,1236
61329016,2090,491,1257
61338515,2093,496,1243
61347921,2084,506,1237
61360565,2093,492,1249
61371123,2082,490,1252
61381680,2078,510,1254
61391873,2092,497,1264
61401341,2072,496,1210
61412729,2056,493,1238
61422723,2090,491,1236
61432433,2083,496,1243
61444458,2071,492,1265
61453618,2077,496,1027
61463339,2077,511,1194
61472457,2045,511,1232
61484445,2077,489,1218
61494620,2073,501,1247
61506877,2069,497,1251
61515408,2077,490,1261
61524786,2080,495,1248
61535526,2090,490,1028
61548383,2078,496,1242
61559570,2082,500,1229
61569729,2077,482,1245
61579852,2078,502,1275
61591069,2075,490,1256
61600563,2067,499,1236
61612083,2090,504,1268
61621999,2072,489,1278
61631785,2093,491,1252
61644340,2094,496,1264
61656108,2077,502,1274
61666421,2074,499,1249
61675770,2104,492,1258
61687412,2067,500,1267
61697613,2078,504,1261
61707021,2086,478,1218
61718835,2081,502,1233
61728583,2097,486,1240
61737427,2086,493,1257
61747742,2086,491,1237
61760639,2084,505,1228
61770787,2073,492,1271
61783009,2098,490,1237
61792435,2080,488,1262
61803258,2088,489,1249
61813621,2084,481,1242
61824157,2056,493,1030
61832988,2081,491,1251
61844260,2077,489,1038
61855187,2096,501,1266
61865237,2070,492,1260
61873792,2085,502,1249
61885432,2077,482,1237
61898601,2078,484,1271
61910102,2065,481,1264
61920338,2079,488,1242
61930247,2071,482,1248
61943709,2088,493,1270
61954893,2074,509,1239
61965203,2073,510,1248
61976558,2069,494,1232
61986076,2070,496,1244
61994668,2077,497,1256
62005709,2069,491,1243
62014675,2058,479,1248
62028514,2091,492,1246
62039853,2072,505,1247
62050791,2069,492,1244
62061379,2073,484,1245
62072828,2065,502,1268
62082695,2075,498,1257
62093399,2084,487,1275
62103042,2074,483,1045
62111866,2075,492,1257
62123974,2097,511,1266
62134385,2082,500,1034
62143288,2078,502,1241
62152682,2078,494,1233
62163250,2066,503,1236
62173579,2083,504,1233
62183141,2065,497,1031
62192940,2069,482,1244
62205458,2084,496,1219
62214757,2080,493,1256
62225363,2096,494,1260
62235721,2074,503,1241
62246044,2079,500,1262
62255980,2090,472,1243
62265405,2067,496,1232
62276479,2077,511,1213
62286560,2094,490,1252
62296639,2082,491,1249
62306076,2078,492,1254
62316529,2064,483,1274
62329236,2080,489,1201
62340143,2088,488,1236
62350426,2083,497,1259
62359500,2079,492,1261
62369674,2085,498,1026
62379498,2092,488,1254
62389125,2081,497,1251
62400230,2076,499,1211
62414646,2076,489,1525
62427015,2081,496,1222
62438706,2079,478,1102
62448263,2093,499,1262
62460445,2067,498,1227
62469284,2106,499,1250
62479773,2093,508,1251
62491936,2078,492,1249
62501667,2095,500,1256
62511198,2083,493,1217
62520635,2080,511,1245
62532505,2077,492,1240
62544289,2076,492,1257
62554907,2077,508,1036
62566010,2080,500,1024
62579573,2076,488,1249
62589873,2061,497,1244
62599354,2068,501,1252
62607955,2088,501,1272
62619962,2078,489,1244
62630330,2090,499,1042
62640910,2089,500,1260
62650841,2084,498,1242
62663273,2098,494,1232
62673187,2106,490,1261
62682394,2090,488,1233
62693592,2096,531,1235
62704072,2091,500,1258
62715976,2086,507,1221
62725061,2090,495,1228
62735545,2090,511,1262
62746940,2066,504,1244
62758098,2072,494,1266
62768940,2077,510,1240
62779285,2080,512,1244
62788602,2082,495,1195
62804102,2079,505,1242
62814916,2083,496,1235
62825776,2076,512,1029
62835928,2082,496,1273
62844883,2090,502,1248
62853095,2098,505,1252
62863124,2089,488,1167
62873096,2082,494,1213
62883034,2101,491,1039
62895475,2088,505,1253
62906177,2093,494,1217
62916889,2084,482,1260
62928356,2099,493,1231
62939131,2088,494,1249
62949881,2086,490,1259
62960562,2091,511,1242
62971837,2093,486,1267
62982400,2088,481,1242
62992389,2116,512,1214
63004100,2078,504,1253
63014179,2096,495,1264
63024707,2081,494,1242
63034267,2084,497,1257
63044679,2097,492,1266
63053930,2083,502,1502
63064719,2080,490,1248
63072948,2090,484,1249
63082926,2077,493,1231
63093361,2085,486,1244
63103521,2081,501,1241
63114888,2088,482,1257
63128340,2074,493,1237
63137467,2081,503,1257
63146942,2089,494,1237
63158311,2086,497,1233
63170272,2078,485,1238
63180624,2084,500,1253
63192274,2070,504,1032
63202375,2069,494,1245
63211327,2078,494,1242
63221215,2078,505,1038
63230926,2070,503,1025
63241527,2073,483,1272
63252363,2076,506,1260
63263436,2085,494,1277
63275019,2090,494,1505
63289526,2081,490,1270
63302606,2086,490,1248
63313042,2090,492,1262
63323408,2078,502,1244
63333717,2077,503,1243
63343472,2082,496,1267
63352252,2080,490,1274
63365355,2072,505,1222
63375987,2082,503,1246
63390283,2099,489,1208
63400173,2089,502,1036
63409963,2089,491,1243
63421999,2100,494,1225
63432017,2090,505,1258
63442712,2106,498,1245
63453601,2088,509,1032
63465773,2089,501,1268
63475777,2078,499,1249
63488681,2075,490,1253
63500418,2080,507,1224
63511411,2083,511,1218
63521913,2078,507,1032
63533319,2079,456,1257
63545176,2088,479,1246
63556972,2093,496,1227
63570027,2089,508,1223
63581660,2091,491,1250
63596383,2068,494,1220
63606560,2070,489,1028
63616277,2086,488,1268
63628194,2109,493,1265
63640980,2103,485,1267
63654344,2105,499,1512
63665057,2107,500,1272
63674468,2098,500,1255
63686751,2100,491,1241
63697194,2098,504,1238
63714041,2095,494,1257
63725303,2095,496,1252
63735483,2094,500,1251
63747614,2091,493,1243
63758724,2093,499,1224
63768533,2093,494,1242
63779019,2084,505,1037
63789162,2093,500,1238
63798481,2095,478,1230
63810376,2081,494,1211
63822557,2078,511,1245
63833414,2091,498,1241
63845255,2085,520,1237
63855811,2087,485,1229
63866932,2089,497,1245
63876231,2080,494,1251
63887984,2073,498,1252
63900902,2064,491,1245
63912553,2076,500,1233
63922625,2080,491,1186
63934379,2078,502,1259
63947337,2085,506,1237
63956987,2098,505,1256
63970431,2082,505,1233
63981627,2067,499,1235
63991191,2099,497,1228
64002884,2093,500,1222
64013471,2115,500,1229
64024348,2088,497,1228
64034401,2092,477,1231
64043286,2089,501,1205
64056128,2096,489,1227
64066134,2073,501,1226
64074735,2098,499,1221
64086943,2110,505,1249
64098996,2090,510,1251
64111042,2114,497,1276
64122225,2098,488,1200
64132529,2114,498,1221
64143578,2110,499,1232
64155527,2129,483,1241
64165560,2093,500,1224
64177096,2097,501,1276
64187620,2098,485,1198
64198852,2112,507,1195
64209302,2109,499,1202
64219614,2101,477,1186
64231106,2117,489,1250
64240314,2110,486,1235
64252081,2114,489,1237
64262888,2112,493,1234
64277018,2054,488,1240
64287906,2080,486,1226
64298583,2073,502,1226
64308330,2080,484,1218
64321408,2086,483,1273
64333903,2089,494,1276
64344926,2082,505,1050
64356337,2099,509,1028
64367771,2088,511,1278
64376802,2096,511,1257
64386712,2073,511,1259
64400688,2082,512,1237
64411144,2083,511,1246
64420429,2084,511,1278
64430897,2097,526,1274
64440652,2092,499,1238
64453259,2085,504,1259
64464587,2106,508,1244
64475913,2082,507,1253
64485201,2081,500,1263
64495011,2088,510,1024
64505757,2089,509,1252
64515998,2092,500,1211
64527857,2099,509,1227
64537667,2112,501,1237
64547296,2121,510,1250
64556953,2116,502,1252
64567584,2107,497,1235
64577464,2122,498,1219
64588083,2105,493,1240
64597034,2137,506,1252
64606811,2100,500,1268
64618135,2112,501,1247
64629586,2113,511,1233
64640236,2105,494,1200
64650646,2107,507,1254
64660730,2104,502,1221
64670367,2096,502,1232
64682544,2094,501,1234
64691436,2094,505,1243
64704385,2081,511,1203
64713124,2096,500,1221
64725588,2088,497,1238
64736354,2084,499,1229
64746553,2088,508,1246
64756717,2094,509,1242
64765727,2092,502,1247
64776330,2089,511,1253
64787062,2091,493,1220
64796937,2089,505,1251
64807040,2116,497,1235
64819940,2128,502,1249
64834643,2104,499,1192
64844793,2129,505,1249
64860492,2116,505,1235
64871775,2094,508,1212
64886957,2101,506,1026
64895323,2105,509,1249
64905217,2109,502,1233
64917785,2101,511,1526
64928844,2124,511,1254
64942205,2106,533,1253
64952041,2114,511,1251
64964995,2094,507,1268
64976338,2113,515,1025
64987968,2105,509,1258
64999932,2091,511,1234
65011809,2096,511,1249
65022974,2076,515,1258
65034363,2083,511,1223
65045409,2081,516,1243
65057333,2083,512,1127
65070102,2092,518,1226
65082089,2096,511,1243
65093676,2109,511,1232
65104862,2096,516,1037
65119183,2106,511,1252
65133485,2117,511,1236
65147810,2118,520,1229
65160861,2107,496,1253
65173586,2116,497,1254
65186892,2102,511,1238
65212208,2123,511,1237
65232565,2113,514,1245
65252397,2125,511,1243
65267450,2098,521,1251
65280526,2107,500,1213
65288821,2096,511,1257
65301105,2099,506,1236
65310957,2099,505,1241
65324158,2080,511,1264
65338437,2088,506,1274
65350416,2099,511,1237
65361920,2108,508,1222
65373909,2102,511,1258
65385975,2100,511,1248
65398427,2084,511,1229
65417981,2089,511,1224
65431976,2092,497,1253
65445615,2121,502,1276
65454635,2104,480,1224
65469736,2085,500,1252
65481803,2100,509,1248
65493625,2091,505,1165
65506260,2102,511,1261
65516328,2094,508,1243
65527687,2097,498,1241
65539031,2099,494,1207
65562869,2096,508,1232
65584123,2092,501,1270
65606883,2107,504,1224
65626944,2093,502,1249
65643177,2096,503,1223
65657666,2100,511,1233
65672550,2101,511,1248
65688135,2092,511,1238
65709788,2097,524,1233
65726673,2118,509,1251
65740859,2107,511,1038
65750875,2114,497,1205
65764765,2102,485,1244
65777367,2106,490,1265
65787662,2112,501,1251
65797616,2099,489,1029
65808592,2094,496,1229
65817834,2086,492,1235
65831947,2075,505,1229
65845131,2076,505,1238
65856838,2085,513,1233
65864716,2104,511,1179
65879795,2081,511,1244
65900651,2110,513,1251
65930312,2088,512,1266
65960136,2079,501,1275
65986011,2088,509,1217
65999782,2094,497,1276
66008308,2091,505,1226
66022937,2086,511,1260
66040210,2091,511,1217
66051644,2084,498,1227
66061674,2089,502,1243
66071424,2085,511,1216
66083230,2088,533,1254
66093838,2093,511,1256
66106941,2084,511,1254
66118687,2093,493,1243
66131621,2107,508,1229
66146055,2112,512,1258
66163200,2129,511,1025
66179626,2096,511,1253
66195869,2100,496,1034
66218772,2099,493,1034
66239360,2092,495,1242
66258387,2099,500,1256
66269944,2091,505,1253
66282958,2089,513,1262
66294240,2106,497,1259
66314688,2096,502,1211
66331122,2097,507,1227
66345593,2086,515,1272
66366636,2086,507,1259
66382110,2080,500,1246
66399561,2081,510,1246
66421315,2049,506,1245
66440033,2096,511,1205
66456055,2093,505,1232
66474677,2100,506,1254
66490380,2096,518,1264
66498655,2094,517,1276
66507622,2101,506,1251
66519293,2091,512,1262
66531902,2089,516,1278
66542043,2094,509,1248
66553854,2088,511,1229
66566354,2074,511,1226
66576463,2090,531,1237
66595781,2096,515,1241
66605596,2092,515,1245
66616207,2106,511,1252
66626190,2101,508,1254
66636455,2086,511,1244
66647863,2092,515,1241
66659573,2097,511,1242
66669663,2094,513,1251
66678866,2088,512,1196
66688572,2092,511,1204
66699002,2086,511,1237
66710427,2097,529,1214
66720249,2094,505,1224
66730068,2085,528,1224
66739732,2092,509,1243
66749879,2112,511,1029
66759104,2106,511,1241
66771188,2102,511,1221
66779871,2108,511,1255
66789328,2109,512,1216
66799746,2114,514,1260
66808870,2112,511,1222
66821378,2110,506,1232
66832787,2103,511,1254
66843435,2097,511,1257
66853872,2099,510,1234
66864286,2094,512,1235
66876629,2105,511,1253
66887607,2086,521,1227
66898374,2100,511,1026
66909396,2105,511,1245
66920365,2098,511,1250
66932450,2100,514,1237
66942307,2113,492,1260
66953588,2097,511,1230
66964245,2102,511,1241
66974203,2108,513,1238
66983428,2091,517,1241
66993532,2099,512,1221
67007963,2098,511,1252
67017984,2097,512,1254
67027377,2098,511,1025
67038185,2090,511,1265
67051052,2087,511,1042
67063092,2097,511,1245
67072132,2104,511,1237
67081442,2092,511,1208
67090070,2093,518,1233
67102897,2078,511,1274
67116561,2104,506,1258
67134238,2105,511,1237
67147365,2091,511,1246
67159070,2091,511,1261
67169823,2096,511,1235
67179308,2104,511,1254
67191019,2088,501,1189
67200788,2104,540,1267
